Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
WLH,Lyon William Homes,23.18,723866662.6,n/a,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/wlh
LYB,LyondellBasell Industries NV,87.46,43788419869,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lyb
MTB,M&T Bank Corporation,124.54,16435042900,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mtb
MTB/WS,M&T Bank Corporation,50.5,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb/ws
MTB^,M&T Bank Corporation,1010,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb^
MTB^C,M&T Bank Corporation,990,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtb^c
MDC,"M.D.C. Holdings, Inc.",24.76,1208699982,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mdc
MHO,"M/I Homes, Inc.",22.73,556297179.5,n/a,1993,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mho
MHO^A,"M/I Homes, Inc.",25.7336,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mho^a
MAC,Macerich Company (The),68.48,9636220175,n/a,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mac
CLI,Mack-Cali Realty Corporation,19.84,1766371647,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cli
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,25.35,316071227.6,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/mgu
MIC,Macquarie Infrastructure Company LLC,70.11,4974302887,n/a,2004,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mic
MFD,Macquarie/First Trust Global,16.58,141481865.3,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/mfd
BMA,Macro Bank Inc.,41.05,2625170899,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bma
M,Macy&#39;s Inc,59.88,21145238413,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/m
MCN,Madison Covered Call & Equity Strategy Fund,8.41,0,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/mcn
MSP,Madison Strategic Sector Premium Fund,12.43,72072757.13,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/msp
MMP,Magellan Midstream Partners L.P.,84.51,19189538399,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mmp
MGA,"Magna International, Inc.",103.45,21450868853,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mga
MX,MagnaChip Semiconductor Corporation,11.44,399775112.9,n/a,2011,Technology,Semiconductors,http://www.nasdaq.com/symbol/mx
MHR,Magnum Hunter Resources Corporation,4.69,936254616.5,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mhr
MH^A,"Maiden Holdings, Ltd.",25.97,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mh^a
MHNA,"Maiden Holdings, Ltd.",26.7304,0,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhna
MHNB,"Maiden Holdings, Ltd.",26.5201,0,n/a,2012,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhnb
MHNC,"Maiden Holdings, Ltd.",26.1751,0,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhnc
MAIN,Main Street Capital Corporation,32.27,1447660404,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/main
MSCA,Main Street Capital Corporation,25.43,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/msca
MMD,MainStay DefinedTerm Municipal Opportunities Fund,18.362,505956904.2,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/mmd
MNK,Mallinckrodt plc,91.06,5333740154,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnk
MZF,Managed Duration Investment Grade Municipal Fund,13.61,92554478.36,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/mzf
HYF,"Managed High Yield Plus Fund, Inc.",1.99,123684593.4,n/a,1998,n/a,n/a,http://www.nasdaq.com/symbol/hyf
MANU,Manchester United Ltd.,15.86,631183100.3,n/a,2012,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/manu
MTW,"Manitowoc Company, Inc. (The)",21.13,2863600250,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mtw
MN,"Manning & Napier, Inc.",15.62,214078644.8,n/a,2011,Finance,Investment Managers,http://www.nasdaq.com/symbol/mn
MAN,ManpowerGroup,67.55,5345887681,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/man
MFC,Manulife Financial Corp,18.72,34886918402,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/mfc
MRO,Marathon Oil Corporation,34.39,23209708002,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mro
MPC,Marathon Petroleum Corporation,94.08,26360533261,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/mpc
MMI,"Marcus & Millichap, Inc.",32.87,1203823681,n/a,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/mmi
MCS,Marcus Corporation (The),16.72,458029552.6,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/mcs
MRIN,Marin Software Incorporated,8.92,310476058.4,n/a,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/mrin
MHG,Marine Harvest ASA,14.28,5859609347,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mhg
MPX,Marine Products Corporation,7.91,301890497.2,n/a,n/a,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mpx
HZO,"MarineMax, Inc.",18.87,469016152.1,n/a,1998,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hzo
MKL,Markel Corporation,701.89,9806064480,n/a,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mkl
MWE,"MarkWest Energy Partners, LP",70.98,13414801076,n/a,2002,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mwe
VAC,Marriot Vacations Worldwide Corporation,70.93,2313144264,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/vac
MMC,"Marsh & McLennan Companies, Inc.",55.8,30182177480,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/mmc
MSO,"Martha Stewart Living Omnimedia, Inc.",4.05,231200195.4,n/a,1999,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mso
MLM,"Martin Marietta Materials, Inc.",123.81,8328705510,n/a,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mlm
MAS,Masco Corporation,23.35,8318675670,n/a,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/mas
DOOR,Masonite International Corporation,54.4,1615242733,n/a,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/door
MTZ,"MasTec, Inc.",28.63,2344084428,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/mtz
MA,Mastercard Incorporated,84.8,94375638896,n/a,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ma
MTDR,Matador Resources Company,24.03,1762343739,n/a,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtdr
MTRN,Materion Corporation,39.5,796109188.5,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/mtrn
MATX,"Matson, Inc.",29.09,1250730484,n/a,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/matx
MLP,"Maui Land & Pineapple Company, Inc.",5.97,112071025,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/mlp
MVNR,"Mavenir Systems, Inc.",13.43,387525483.7,n/a,2013,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/mvnr
MXT,Maxcom Telecomunicaciones SAB de CV,1.16,519640306,n/a,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mxt
MMS,"Maximus, Inc.",49.19,3295433433,n/a,1997,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mms
MXL,"MaxLinear, Inc",7.43,276951949.8,n/a,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxl
MBI,"MBIA, Inc.",10.26,1982180926,n/a,1987,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mbi
MNI,McClatchy Company (The),3.08,267181074.2,n/a,1988,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mni
MKC,"McCormick & Company, Incorporated",72.76,9396551346,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mkc
MKC/V,"McCormick & Company, Incorporated",72.62,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mkc/v
MDR,"McDermott International, Inc.",4.02,955288378.5,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mdr
MCD,McDonald&#39;s Corporation,95.1,92551664547,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/mcd
MUX,McEwen Mining Inc.,1.41,379985036.9,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mux
MHFI,"McGraw Hill Financial, Inc.",89.94,24418710000,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mhfi
MCK,McKesson Corporation,199.32,46218670609,n/a,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/mck
MDU,"MDU Resources Group, Inc.",26.36,5112429450,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mdu
MJN,Mead Johnson Nutrition Company,98.39,19877738981,n/a,2009,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mjn
MIG,"Meadowbrook Insurance Group, Inc.",6.14,307562976.6,n/a,1995,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mig
MWV,Meadwestvaco Corporation,44.09,7350543183,n/a,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/mwv
MTL,Mechel OAO,0.943,392543312.5,n/a,2004,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mtl
MTL^,Mechel OAO,0.105,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtl^
MEG,"Media General, Inc.",14.74,1308213442,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/meg
MPW,"Medical Properties Trust, Inc.",13.56,2350063409,n/a,2005,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mpw
MED,MEDIFAST INC,29.77,379244465.7,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/med
MCC,Medley Capital Corporation,11.58,672030385,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/mcc
MCQ,Medley Capital Corporation,25.65,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcq
MCV,Medley Capital Corporation,24.5,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcv
MDLY,Medley Management Inc.,15.3,467415000,n/a,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdly
MD,"Mednax, Inc",62.18,6243861968,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/md
MDT,"Medtronic, Inc.",68.1,66705067725,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/mdt
MW,"Men&#39;s Wearhouse, Inc. (The)",45.37,2180219735,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/mw
MRK,"Merck & Company, Inc.",59.34,1.71174E+11,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrk
MCY,Mercury General Corporation,54.93,3023147639,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mcy
MDP,Meredith Corporation,50.2,2231416706,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mdp
MTH,Meritage Corporation,37.48,1466405225,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mth
MTOR,"Meritor, Inc.",12.25,1198050000,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mtor
MER^D,"Merrill Lynch & Co., Inc.",25.79,0,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/mer^d
MER^E,"Merrill Lynch & Co., Inc.",25.869,0,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/mer^e
MER^F,"Merrill Lynch & Co., Inc.",25.88,0,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/mer^f
MER^K,"Merrill Lynch & Co., Inc.",25.44,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mer^k
MER^M,"Merrill Lynch & Co., Inc.",25.44,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mer^m
MER^P,"Merrill Lynch & Co., Inc.",26.02,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mer^p
PIY,"Merrill Lynch Depositor, Inc.",25.4199,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/piy
PZB,"Merrill Lynch Depositor, Inc.",25.2,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pzb
MTR,Mesa Royalty Trust,29.01,54062745.9,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtr
MSB,Mesabi Trust,19.79,259644997.9,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/msb
MEI,"Methode Electronics, Inc.",39.59,1510579729,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mei
MET,"MetLife, Inc.",54.61,61421236892,n/a,2000,Finance,Life Insurance,http://www.nasdaq.com/symbol/met
MET^A,"MetLife, Inc.",23.8,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/met^a
MET^B,"MetLife, Inc.",25.9008,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/met^b
MTD,"Mettler-Toledo International, Inc.",277.69,8021785981,n/a,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/mtd
MXE,"Mexico Equity and Income Fund, Inc. (The)",16.25,110057886.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mxe
MXF,"Mexico Fund, Inc. (The)",26.49,373087464.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mxf
MFA,"MFA Financial, Inc.",8.25,3044902897,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfa
MFA^B,"MFA Financial, Inc.",24.52,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mfa^b
MFO,"MFA Financial, Inc.",26.05,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfo
MIL,MFC Industrial Ltd.,6,378553632,n/a,n/a,Consumer Durables,Steel/Iron Ore,http://www.nasdaq.com/symbol/mil
MCR,MFS Charter Income Trust,8.92,489593163.9,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/mcr
MGF,MFS Government Markets Income Trust,5.65,184196311.1,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/mgf
MIN,MFS Intermediate Income Trust,5.04,594345200.4,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/min
MMT,MFS Multimarket Income Trust,6.36,498484741.4,n/a,1987,n/a,n/a,http://www.nasdaq.com/symbol/mmt
MFM,MFS Municipal Income Trust,6.6,271838364.6,n/a,1986,n/a,n/a,http://www.nasdaq.com/symbol/mfm
MFV,MFS Special Value Trust,7.42,52300241,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mfv
MTG,MGIC Investment Corporation,8.88,3006408760,n/a,1991,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mtg
MGM,MGM Resorts International,21.94,10766865943,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mgm
KORS,Michael Kors Holdings Limited,69.95,14370987012,n/a,2011,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kors
MAA,"Mid-America Apartment Communities, Inc.",70.72,5321980489,n/a,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/maa
MEP,"Midcoast Energy Partners, L.P.",14.25,644386596,n/a,2013,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/mep
MSL,MidSouth Bancorp,18.81,213201926.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msl
MPO,"Midstates Petroleum Company, Inc.",3.11,219795430.9,n/a,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mpo
MM,"Millennial Media, Inc.",1.87,201059931.6,n/a,2012,Technology,Advertising,http://www.nasdaq.com/symbol/mm
MILL,"Miller Energy Resources, Inc.",3.42,158522030.8,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mill
MILL^C,"Miller Energy Resources, Inc.",23.35,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mill^c
MILL^D,"Miller Energy Resources, Inc.",22.84,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mill^d
MLR,"Miller Industries, Inc.",19.43,219588727.9,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mlr
MR,Mindray Medical International Limited,29.99,3548669826,n/a,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mr
MTX,Minerals Technologies Inc.,75.18,2594067706,n/a,1992,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/mtx
MP^D,Mississippi Power Company,27,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mp^d
MG,Mistras Group Inc,16.48,471610763.8,n/a,2009,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/mg
MTU,Mitsubishi UFJ Financial Group Inc,5.46,77332465250,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/mtu
MIXT,MiX Telematics Limited,8.25,259879290,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mixt
MFG,"Mizuho Financial Group, Inc.",3.56,43190993831,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfg
MBT,Mobile TeleSystems OJSC,13.7,13623493610,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mbt
MBLY,Mobileye N.V.,46.77,9929326937,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mbly
MODN,"Model N, Inc.",10.1,251027692.7,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/modn
MOD,Modine Manufacturing Company,12.57,601795324.1,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mod
MC,Moelis & Company,34.35,1762795937,n/a,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/mc
MHK,"Mohawk Industries, Inc.",142.66,10399471897,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/mhk
MOH,Molina Healthcare Inc,48.75,2359353750,n/a,2003,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/moh
TAP,Molson Coors Brewing  Company,77.18,12410418660,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/tap
TAP/A,Molson Coors Brewing  Company,80.5,0,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/tap/a
MCP,"Molycorp, Inc",1.35,330444345.2,n/a,2010,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mcp
MNR,Monmouth Real Estate Investment Corporation,11.51,650104942.5,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mnr
MNR^A,Monmouth Real Estate Investment Corporation,26.25,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mnr^a
MNR^B,Monmouth Real Estate Investment Corporation,26.9001,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mnr^b
MON,Monsanto Company,114.44,55397352114,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mon
MWW,"Monster Worldwide, Inc.",4.28,380162791,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/mww
MTS,"Montgomery Street Income Securities, Inc.",16.66,172690496.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mts
MRH,Montpelier Re Holdings Ltd.,32.81,1500109816,n/a,2002,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mrh
MRH^A,Montpelier Re Holdings Ltd.,27.9,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mrh^a
MCO,Moody&#39;s Corporation,98.95,20640970000,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mco
MOG/A,Moog Inc.,74.54,0,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mog/a
MOG/B,Moog Inc.,75.376,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mog/b
MS,Morgan Stanley,35.66,69800998397,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ms
MS^A,Morgan Stanley,20.03,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^a
MS^E,Morgan Stanley,27.33,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^e
MS^F,Morgan Stanley,26.69,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^f
MS^G,Morgan Stanley,25.59,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^g
MS^I,Morgan Stanley,25.42,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^i
MSJ,Morgan Stanley,25.59,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/msj
MSK,Morgan Stanley,25.58,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/msk
MSZ,Morgan Stanley,25.59,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msz
MWG,Morgan Stanley,25.4,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mwg
MWO,Morgan Stanley,25.3,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mwo
MWR,Morgan Stanley,25.62,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mwr
APF,"Morgan Stanley Asia-Pacific Fund, Inc.",16.09,225413305.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apf
CAF,Morgan Stanley China A Share Fund Inc.,23.93,523623457.5,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/caf
RNE,"Morgan Stanley Eastern Europe Fund, Inc.",14.72,49550493.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rne
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",9.66,222274735.6,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/msd
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",11.59,818087764.6,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/edd
MSF,"Morgan Stanley Emerging Markets Fund, Inc.",15.35,223369393.2,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/msf
IIF,"Morgan Stanley India Investment Fund, Inc.",25.85,406830583,n/a,1994,n/a,n/a,http://www.nasdaq.com/symbol/iif
MOS,Mosaic Company (The),44.03,16349107191,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mos
MSI,"Motorola Solutions, Inc.",64.14,15439931978,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/msi
MOV,Movado Group Inc.,37.11,939692554.7,n/a,n/a,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/mov
MPLX,MPLX LP,69.91,5167642964,n/a,2012,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mplx
MRC,MRC Global Inc.,21.08,2156092903,n/a,2012,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mrc
ICB,"MS Income Securities, Inc.",17.81,159702715.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icb
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,18.15,0,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hjv
MSA,MSA Safety Incorporporated,57.01,2134411243,n/a,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/msa
MSM,"MSC Industrial Direct Company, Inc.",83.65,5153300075,n/a,1995,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/msm
MSCI,MSCI Inc,47.46,5316961170,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/msci
MLI,"Mueller Industries, Inc.",32.92,1872822158,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mli
MWA,MUELLER WATER PRODUCTS,9.79,1563580891,n/a,2006,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mwa
MUR,Murphy Oil Corporation,54.53,9682975095,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/mur
MUSA,Murphy USA Inc.,59.41,2716497595,n/a,2013,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/musa
MVO,MV Oil Trust,22.81,262315000,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mvo
MVC,"MVC Capital, Inc.",11.23,254952679.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvc
MVCB,"MVC Capital, Inc.",25.3499,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvcb
MYE,"Myers Industries, Inc.",15.64,492845162,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/mye
NBR,Nabors Industries Ltd.,17.7,5305463933,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nbr
NC,"NACCO Industries, Inc.",61.7,450390441.1,n/a,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/nc
NTP,Nam Tai Property Inc.,5.43,245830951.1,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ntp
NBHC,National Bank Holdings Corporation,19.52,761265672.3,n/a,2012,Finance,Major Banks,http://www.nasdaq.com/symbol/nbhc
NBG,National Bank of Greece SA,2.34,8267570137,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/nbg
NBG^A,National Bank of Greece SA,17.66,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nbg^a
NFG,National Fuel Gas Company,71.46,6010901062,n/a,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/nfg
NGG,"National Grid Transco, PLC",73.44,55331787645,n/a,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ngg
